/object/listUpdateWithFK,post,listUpdateWithFK
/object/listCreate,post,createList_2
/object/listCreateWithFK,post,listCreateWithFK
/object/listCreateBatch,post,createBatchList
/object/delete,post,delete_3
/object/create,post,create_2
/object/createWithFK,post,createWithFK
/object/baseSearch,post,baseSearch
/object/baseSearchForGroupBy,post,baseSearchForGroupBy
/mdProduct/search,post,search_3
/mdProduct/searchProductByProductCode,post,searchProductByProductCode
/mdProduct/searchProductByCode,post,searchProductByCode
/mdProduct/searchProductBaseUnit,post,searchProductBaseUnit
/mdProduct/searchOrderMaterialForCompany,post,searchOrderMaterialForCompany
/mdProduct/searchJustBaseProduct,post,searchJustBaseProduct
/mdProduct/searchByProductListId,post,searchByProductListId
/mdProduct/queryNotVendibilityList,post,queryNotVendibilityList
/mdProduct/queryCompanyProduct,post,queryCompanyProduct
/mdProduct/productSearch,post,searchProduct
/mdProduct/productSearch-v2,post,searchProductV2
/mdProduct/fetchProductMasterList,post,fetchProductMasterList
/mdProduct/busSearchLKTCompanyProduct,post,busSearchLKTCompanyProduct
/mdProduct/busSearchCompanyProduct,post,busSearchCompanyProduct
/mdProduct/busSearchCompanyProduct-v2,post,busSearchCompanyProductV2
/mdProduct/busSearchCompanyEmptyProduct,post,busSearchCompanyEmptyProduct
/mdPacksize/search,post,search_4
/mdCategory/update,post,update_3
/mdCategory/search,post,search_5
/mdCategory/create,post,create_3
/mdCategory/companyCategorySearch,post,companyCategorySearch
/mdBrand/update,post,update_4
/mdBrand/search,post,search_6
/mdBrand/search-with-productcount,post,brandListWithProdCount
/mdBrand/create,post,create_4
/mdBrand/companyBrandSearch,post,companyBrandSearch
/dss/dssSubmitOrder,post,dssSubmitOrder
/dss/dssPriceCalculate,post,getDssDiscountPrice
/dss/dssCommunicationPriceSearch,post,dssCommunicationPriceSearch
/companyEmptyProduct/companyEmptyProductUpdate,post,companyEmptyProductUpdate
/companyEmptyProduct/companyEmptyProductSearch,post,companyEmptyProductSearch
/companyEmptyProduct/companyEmptyProductDeleteBatchList,post,companyEmptyProductDeleteBatchList
/companyEmptyProduct/companyEmptyProductCreateBatchList,post,companyEmptyProductCreateBatchList
/companyEmptyProduct/busCompanyEmptyProductSearch,post,busCompanyEmptyProductSearch
/cgi-bin/media/uploadimg,post,sendMessage
/sns/userinfo,get,getWxWebUserInfo
/sns/oauth2/refresh_token,get,getWxWebReFreshToken
/sns/oauth2/access_token,get,getWxWebToken
/sns/jscode2session,get,getWxMiniSession
/productlist/searchById/{id},get,searchById_3
/object/schemasGet/{objectName},get,schemasGet
/object/dropdownListGet,get,dropdownListGet
/mdProduct/refreshPackageSizeCache,get,manualRefresh
/cgi-bin/token,get,getWxMiniToken
/cgi-bin/service/miniprogram/jscode2session,get,getQwSuiteSession
/cgi-bin/service/get_suite_token,get,getQwSuiteToken
/cgi-bin/miniprogram/jscode2session,get,getQwSession
/cgi-bin/message/send,get,sendMessage_1
/cgi-bin/gettoken,get,getQwToken
/IdentityService/api/auth/gettoken,get,getToken
/APIService/enterprise/getBasicInfo,get,getBasicInfo
